A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_CC,SK	: 	: 	: 	30.24 	: 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_CC,UK	: 	: 	: 	: 	31.59 	26.29 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_CUSE,ES	: 	: 	: 	1.28 	2.75 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_CUSE,PT	: 	: 	: 	3.40 	3.03 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_CUSE,SE	: 	: 	: 	7.96 	9.37 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_CUSE,SK	: 	: 	: 	3.70 	: 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_CUSE,UK	: 	: 	: 	: 	8.36 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_IACC,ES	: 	: 	: 	1.35 	2.94 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_IACC,PT	: 	: 	: 	3.66 	3.26 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_IACC,SE	: 	: 	: 	8.00 	9.45 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_IACC,SK	: 	: 	: 	3.82 	: 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_IACC,UK	: 	: 	: 	: 	8.57 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_IUSE,ES	: 	: 	: 	: 	: 	2.13 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_IUSE,PT	: 	: 	: 	: 	: 	4.38 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_IUSE,SE	: 	: 	: 	: 	: 	9.48 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_LO,PC_ENT_IUSE,UK	: 	: 	: 	: 	: 	8.74 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_ME,PC_ENT,ES	: 	: 	: 	2.31 	3.90 	2.81 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_ME,PC_ENT,PT	: 	: 	: 	4.05 	3.77 	5.47 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_ME,PC_ENT,SE	: 	: 	: 	9.35 	11.49 	10.42 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_ME,PC_ENT,SK	: 	: 	: 	4.02 	: 	: 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_ME,PC_ENT,UK	: 	: 	: 	: 	8.57 	9.71 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_ME,PC_ENT_CC,ES	: 	: 	: 	48.04 	60.88 	45.26 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_ME,PC_ENT_CC,PT	: 	: 	: 	44.37 	36.48 	33.00 	: 	: 	: 	: 
A,0-9,C10-S951_X_K,E_CC_ME,PC_ENT_CC,SE	: 	: 	: 	33.57 	37.15 	30.24 	: 	: 	: 	: 
