A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT,RO	: 	25.47 	: 	37.21 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT,RS	: 	36.15 	: 	44.60 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT,SE	: 	70.25 	: 	74.40 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT,SI	: 	41.48 	: 	52.05 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT,SK	: 	42.86 	: 	51.98 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT,TR	: 	23.36 	: 	26.62 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,AT	: 	41.83 	: 	53.25 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,BA	: 	33.77 	: 	41.20 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,BE	: 	58.34 	: 	70.24 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,BG	: 	24.93 	: 	30.52 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,CY	: 	55.46 	: 	60.24 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,CZ	: 	42.21 	: 	60.45 b
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,DE	: 	51.87 	: 	58.16 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,DK	: 	72.26 	: 	79.05 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,EA	: 	50.73 	: 	60.42 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,EE	: 	57.12 	: 	73.05 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,EL	: 	31.41 	: 	35.71 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,ES	: 	44.49 	46.87 	56.99 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,EU27_2020	: 	50.02 	: 	58.91 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,FI	: 	76.08 	: 	77.88 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,FR	: 	37.71 	: 	51.97 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,HR	: 	59.75 	: 	56.27 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,HU	: 	52.78 	: 	51.59 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,IE	: 	60.14 	: 	70.17 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,IT	: 	61.22 	: 	75.84 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,LT	: 	46.47 	: 	67.78 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,LU	: 	46.39 	: 	60.32 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,LV	: 	43.05 	: 	49.21 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,ME	: 	46.99 	: 	41.29 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,MT	: 	67.49 	: 	72.24 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,NL	: 	69.40 	: 	74.43 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,NO	: 	69.95 	: 	71.21 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,PL	: 	50.60 	: 	51.49 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,PT	: 	46.57 	: 	49.28 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,RO	: 	25.47 	: 	37.37 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,RS	: 	36.15 	: 	44.60 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,SE	: 	70.51 	: 	74.63 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,SI	: 	42.73 	: 	52.66 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,SK	: 	46.12 	: 	53.89 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY,PC_ENT_IUSE,TR	: 	24.36 	: 	27.41 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,AT	: 	39.40 	: 	51.41 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,BA	: 	27.64 	: 	35.85 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,BE	: 	54.15 	: 	67.56 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,BG	: 	21.02 	: 	25.51 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,CY	: 	50.62 	: 	55.42 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,CZ	: 	39.63 	: 	52.25 b
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,DE	: 	46.65 	: 	55.09 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,DK	: 	72.26 	: 	79.05 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,EA	: 	45.28 	: 	55.76 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,EE	: 	54.62 	: 	66.36 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,EL	: 	25.04 	: 	29.87 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,ES	: 	35.95 	40.11 	49.97 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,EU27_2020	: 	44.97 	: 	54.25 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,FI	: 	74.58 	: 	76.86 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,FR	: 	29.14 	: 	43.70 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,HR	: 	50.68 	: 	52.48 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,HU	: 	44.95 	: 	45.65 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,IE	: 	55.60 	: 	65.22 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,IT	: 	58.46 	: 	71.88 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,LT	: 	41.66 	: 	64.75 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,LU	: 	41.80 	: 	56.84 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,LV	: 	39.30 	: 	46.88 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,ME	: 	41.12 	: 	35.72 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,MT	: 	62.95 	: 	67.65 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,NL	: 	66.43 	: 	72.04 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,NO	: 	68.92 	: 	69.12 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,PL	: 	47.59 	: 	47.77 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,PT	: 	40.80 	: 	44.31 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,RO	: 	21.32 	: 	31.90 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,RS	: 	31.18 	: 	38.84 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,SE	: 	68.34 	: 	73.11 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,SI	: 	39.57 	: 	49.37 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,SK	: 	38.64 	: 	47.94 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT,TR	: 	21.50 	: 	24.45 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,AT	: 	39.76 	: 	51.57 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,BA	: 	27.66 	: 	35.88 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,BE	: 	54.15 	: 	67.56 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,BG	: 	21.86 	: 	26.50 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,CY	: 	51.30 	: 	55.62 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,CZ	: 	40.89 	: 	53.99 b
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,DE	: 	46.81 	: 	55.24 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,DK	: 	72.26 	: 	79.05 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,EA	: 	45.69 	: 	56.15 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,EE	: 	55.76 	: 	67.72 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,EL	: 	25.41 	: 	30.25 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,ES	: 	36.33 	40.45 	50.45 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,EU27_2020	: 	45.46 	: 	54.79 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,FI	: 	74.58 	: 	76.86 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,FR	: 	29.54 	: 	43.84 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,HR	: 	52.59 	: 	52.79 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,HU	: 	47.01 	: 	48.74 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,IE	: 	56.46 	: 	66.99 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,IT	: 	58.83 	: 	72.85 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,LT	: 	41.66 	: 	64.75 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,LU	: 	42.14 	: 	57.44 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,LV	: 	39.30 	: 	46.88 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,ME	: 	41.12 	: 	35.72 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,MT	: 	64.24 	: 	68.70 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,NL	: 	66.43 	: 	72.04 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,NO	: 	69.63 	: 	70.36 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,PL	: 	48.22 	: 	48.49 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,PT	: 	42.13 	: 	44.84 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,RO	: 	21.32 	: 	32.05 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,RS	: 	31.18 	: 	38.84 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,SE	: 	68.59 	: 	73.34 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,SI	: 	40.75 	: 	49.95 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,SK	: 	41.58 	: 	49.71 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASANY2,PC_ENT_IUSE,TR	: 	22.43 	: 	25.17 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,AT	: 	38.94 	: 	51.21 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,BA	: 	27.60 	: 	35.64 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,BE	: 	53.42 	: 	66.51 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,BG	: 	19.46 	: 	24.07 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,CY	: 	49.98 	: 	55.49 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,CZ	: 	38.08 	: 	51.06 b
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,DE	: 	45.02 	: 	54.11 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,DK	: 	69.60 	: 	75.86 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,EA	: 	44.14 	: 	54.63 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,EE	: 	54.21 	: 	64.69 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,EL	: 	24.08 	: 	28.22 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,ES	: 	36.00 	39.97 	49.83 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,EU27_2020	: 	43.84 	: 	53.16 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,FI	: 	74.07 	: 	75.36 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,FR	: 	27.53 	: 	40.85 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,HR	: 	47.68 	: 	50.62 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,HU	: 	41.45 	: 	43.73 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,IE	: 	55.33 	: 	64.92 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,IT	: 	57.71 	: 	71.38 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,LT	: 	37.90 	: 	60.92 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,LU	: 	40.12 	: 	56.11 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,LV	: 	37.19 	: 	44.38 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,ME	: 	39.70 	: 	35.21 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,MT	: 	62.56 	: 	67.53 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,NL	: 	65.21 	: 	71.35 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,NO	: 	68.75 	: 	68.56 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,PL	: 	47.38 	: 	47.25 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,PT	: 	40.15 	: 	43.51 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,RO	: 	20.35 	: 	31.61 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,RS	: 	30.83 	: 	37.17 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,SE	: 	68.27 	: 	72.81 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,SI	: 	39.06 	: 	47.94 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,SK	: 	37.42 	: 	46.77 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT,TR	: 	20.82 	: 	23.73 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,AT	: 	39.30 	: 	51.37 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,BA	: 	27.61 	: 	35.67 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,BE	: 	53.42 	: 	66.51 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,BG	: 	20.23 	: 	25.01 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,CY	: 	50.65 	: 	55.70 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,CZ	: 	39.29 	: 	52.76 b
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,DE	: 	45.17 	: 	54.26 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,DK	: 	69.60 	: 	75.86 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,EA	: 	44.55 	: 	55.02 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,EE	: 	55.35 	: 	66.02 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,EL	: 	24.43 	: 	28.58 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,ES	: 	36.39 	40.30 	50.31 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,EU27_2020	: 	44.32 	: 	53.69 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,FI	: 	74.07 	: 	75.36 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,FR	: 	27.91 	: 	40.98 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,HR	: 	49.48 	: 	50.92 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,HU	: 	43.35 	: 	46.69 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,IE	: 	56.18 	: 	66.68 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,IT	: 	58.08 	: 	72.34 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,LT	: 	37.90 	: 	60.92 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,LU	: 	40.45 	: 	56.70 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,LV	: 	37.19 	: 	44.38 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,ME	: 	39.70 	: 	35.21 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,MT	: 	63.84 	: 	68.58 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,NL	: 	65.21 	: 	71.35 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,NO	: 	69.46 	: 	69.78 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,PL	: 	48.01 	: 	47.96 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,PT	: 	41.45 	: 	44.02 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,RO	: 	20.35 	: 	31.76 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,RS	: 	30.83 	: 	37.17 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,SE	: 	68.52 	: 	73.04 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,SI	: 	40.23 	: 	48.50 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,SK	: 	40.26 	: 	48.48 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DASGE3,PC_ENT_IUSE,TR	: 	21.72 	: 	24.44 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,AT	: 	2.59 	: 	9.02 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,BA	: 	: u	: 	: u
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,BE	: 	2.10 	: 	5.31 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,BG	: 	0.56 	: 	1.32 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,CY	: 	0.78 	: 	1.37 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,CZ	: 	1.23 	: 	2.31 b
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,DE	: 	2.08 	: 	5.77 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,DK	: 	1.65 	: 	5.70 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,EA	: 	1.57 	: 	4.39 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,EE	: 	1.77 	: 	3.41 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,EL	: 	0.50 	: 	1.33 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,ES	: 	0.95 	1.61 	2.44 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,EU27_2020	: 	1.42 	: 	4.08 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,FI	: 	2.70 	: 	9.61 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,FR	: 	0.91 	: 	4.30 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,HR	: 	1.44 	: 	1.97 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,HU	: 	0.48 	: 	2.47 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,IE	: 	1.40 	: 	4.12 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,IT	: 	1.49 	: 	4.03 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,LT	: 	0.33 	: 	2.43 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,LU	: 	2.69 	: 	8.09 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,LV	: 	0.42 	: 	1.76 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,ME	: 	: @C	: 	0.75 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,MT	: 	3.40 	: 	5.36 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,NL	: 	2.23 	: 	4.92 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,NO	: 	4.54 	: 	9.37 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,PL	: 	0.64 	: 	1.73 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,PT	: 	1.07 	: 	1.09 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,RO	: 	0.24 	: 	0.78 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,RS	: 	0.07 	: 	1.26 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,SE	: 	2.10 	: 	9.55 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,SI	: 	3.65 	: 	5.20 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,SK	: 	0.83 	: 	2.46 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT,TR	: 	0.58 	: 	1.03 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,AT	: 	2.61 	: 	9.04 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,BA	: 	: u	: 	: u
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,BE	: 	2.10 	: 	5.31 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,BG	: 	0.59 	: 	1.37 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,CY	: 	0.79 	: 	1.37 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,CZ	: 	1.26 	: 	2.39 b
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,DE	: 	2.08 	: 	5.79 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,DK	: 	1.65 	: 	5.70 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,EA	: 	1.59 	: 	4.43 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,EE	: 	1.81 	: 	3.48 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,EL	: 	0.51 	: 	1.34 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,ES	: 	0.96 	1.62 	2.47 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,EU27_2020	: 	1.44 	: 	4.12 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,FI	: 	2.70 	: 	9.61 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,FR	: 	0.92 	: 	4.32 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,HR	: 	1.50 	: 	1.99 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,HU	: 	0.50 	: 	2.64 
A,10-249,C10-S951_X_K,E_AI_CC1SI_DAX,PC_ENT_IUSE,IE	: 	1.42 	: 	4.23 
